token,pos
it,PRON
will,AUX
vastly,ADV
expand,VERB
"
  ",SPACE
Sumitomo,PROPN
's,PART
branch,NOUN
network,NOUN
in,ADP
the,DET
Tokyo,PROPN
metropolitan,ADJ
area,NOUN
where,SCONJ
"
  ",SPACE
it,PRON
has,AUX
been,AUX
relatively,ADV
weak,ADJ
.,PUNCT
"
      ",SPACE
But,CCONJ
financial,ADJ
analysts,NOUN
are,AUX
divided,VERB
on,ADP
whether,SCONJ
and,CCONJ
how,SCONJ
"
  ",SPACE
quickly,ADV
the,DET
gamble,NOUN
will,AUX
pay,VERB
off,ADP
.,PUNCT
"
      ",SPACE
Some,PRON
said,VERB
Sumitomo,PROPN
may,AUX
have,AUX
paid,VERB
too,ADV
much,ADJ
for,ADP
Heiwa,PROPN
Sogo,PROPN
in,ADP
"
  ",SPACE
view,NOUN
of,ADP
the,DET
smaller,ADJ
bank,NOUN
's,PART
large,ADJ
debts,NOUN
.,PUNCT
Others,NOUN
argue,VERB
the,DET
merger,NOUN
"
  ",SPACE
was,AUX
more,ADV
cost,NOUN
effective,ADJ
than,ADP
creating,VERB
a,DET
comparable,ADJ
branch,NOUN
"
  ",SPACE
network,NOUN
from,ADP
scratch,NOUN
.,PUNCT
"
      ",SPACE
The,DET
analysts,NOUN
agreed,VERB
the,DET
bank,NOUN
was,AUX
aggressive,ADJ
.,PUNCT
It,PRON
has,AUX
"
  ",SPACE
expanded,VERB
overseas,ADV
",",PUNCT
entered,VERB
the,DET
lucrative,ADJ
securities,NOUN
business,NOUN
"
  ",SPACE
and,CCONJ
geared,VERB
up,ADP
for,ADP
domestic,ADJ
competition,NOUN
",",PUNCT
but,CCONJ
they,PRON
questioned,VERB
the,DET
"
  ",SPACE
wisdom,NOUN
of,ADP
some,PRON
of,ADP
those,DET
moves,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
They,PRON
've,AUX
made,VERB
bold,ADJ
moves,NOUN
to,PART
put,VERB
everything,PRON
in,ADP
place,NOUN
.,PUNCT
Now,ADV
"
  ",SPACE
it,PRON
's,AUX
largely,ADV
out,ADP
of,ADP
their,PRON
hands,NOUN
",",PUNCT
"""",PUNCT
said,VERB
Kleinwort,PROPN
Benson,PROPN
Ltd,PROPN
"
  ",SPACE
financial,ADJ
analyst,NOUN
Simon,PROPN
Smithson,PROPN
.,PUNCT
"
      ",SPACE
Among,ADP
Sumitomo,PROPN
's,PART
problems,NOUN
are,AUX
limits,NOUN
placed,VERB
on,ADP
its,PRON
move,NOUN
to,ADP
"
  ",SPACE
enter,VERB
U.S.,PROPN
Securities,PROPN
business,NOUN
by,ADP
taking,VERB
a,DET
share,NOUN
in,ADP
American,ADJ
"
  ",SPACE
investment,NOUN
bank,NOUN
Goldman,PROPN
",",PUNCT
Sachs,PROPN
and,CCONJ
Co.,PROPN
"
      ",SPACE
Sumitomo,PROPN
last,ADJ
August,PROPN
agreed,VERB
to,PART
pay,VERB
500,NUM
mln,NUM
dlrs,NOUN
for,ADP
a,DET
12.5,NUM
"
  ",SPACE
pct,NOUN
limited,VERB
partnership,NOUN
in,ADP
the,DET
bank,NOUN
",",PUNCT
but,CCONJ
for,ADP
the,DET
time,NOUN
being,AUX
at,ADP
"
  ",SPACE
least,ADJ
",",PUNCT
the,DET
Federal,PROPN
Reserve,PROPN
Board,PROPN
has,AUX
forbidden,VERB
them,PRON
to,PART
exchange,VERB
"
  ",SPACE
personnel,NOUN
",",PUNCT
or,CCONJ
increase,VERB
the,DET
business,NOUN
they,PRON
do,VERB
with,ADP
each,DET
other,ADJ
.,PUNCT
"
      ",SPACE
"""",PUNCT
The,DET
tie,NOUN
-,PUNCT
up,NOUN
is,AUX
widely,ADV
looked,VERB
on,ADP
as,ADP
a,DET
lame,ADJ
duck,NOUN
because,SCONJ
the,DET
"
  ",SPACE
Fed,PROPN
was,AUX
stricter,ADJ
than,SCONJ
Sumitomo,PROPN
expected,VERB
",",PUNCT
"""",PUNCT
said,VERB
one,NUM
analyst,NOUN
.,PUNCT
"
      ",SPACE
But,CCONJ
Komatsu,PROPN
said,VERB
the,DET
move,NOUN
will,AUX
pay,VERB
off,ADP
in,ADP
time,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
U.S.,PROPN
Regulations,PROPN
will,AUX
change,VERB
in,ADP
the,DET
near,ADJ
future,NOUN
and,CCONJ
if,SCONJ
so,ADV
",",PUNCT
"
  ",SPACE
we,PRON
can,AUX
do,VERB
various,ADJ
things,NOUN
.,PUNCT
We,PRON
only,ADV
have,VERB
to,PART
wait,VERB
two,NUM
or,CCONJ
three,NUM
"
  ",SPACE
years,NOUN
",",PUNCT
not,PART
until,ADP
the,DET
21st,ADJ
century,NOUN
",",PUNCT
"""",PUNCT
Komatsu,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
Komatsu,PROPN
is,AUX
also,ADV
willing,ADJ
to,PART
be,AUX
patient,ADJ
about,ADP
possible,ADJ
routes,NOUN
"
  ",SPACE
into,ADP
the,DET
securities,NOUN
business,NOUN
at,ADP
home,NOUN
.,PUNCT
"
      ",SPACE
Article,PROPN
65,NUM
of,ADP
the,DET
Securities,PROPN
and,CCONJ
Exchange,PROPN
Act,PROPN
",",PUNCT
Japan,PROPN
's,PART
"
  ",SPACE
version,NOUN
of,ADP
the,DET
U.S.,PROPN
Glass,PROPN
-,PUNCT
Steagall,PROPN
Act,PROPN
",",PUNCT
separates,VERB
commercial,ADJ
"
  ",SPACE
from,ADP
investment,NOUN
banking,NOUN
.,PUNCT
"
      ",SPACE
But,CCONJ
the,DET
walls,NOUN
between,ADP
the,DET
two,NUM
are,AUX
crumbling,VERB
and,CCONJ
Komatsu,PROPN
"
  ",SPACE
said,VERB
he,PRON
hopes,VERB
further,ADJ
deregulation,NOUN
will,AUX
create,VERB
new,ADJ
"
  ",SPACE
opportunities,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
We,PRON
need,VERB
to,PART
find,VERB
new,ADJ
business,NOUN
chances,NOUN
",",PUNCT
"""",PUNCT
Komatsu,PROPN
said,VERB
.,PUNCT
"""",PUNCT
In,ADP
some,DET
"
  ",SPACE
cases,NOUN
these,PRON
will,AUX
be,AUX
securities,NOUN
related,VERB
",",PUNCT
in,ADP
some,DET
cases,NOUN
trust,NOUN
"
  ",SPACE
bank,NOUN
related,VERB
.,PUNCT
That,PRON
's,AUX
the,DET
kind,NOUN
of,ADP
deregulation,NOUN
we,PRON
want,VERB
.,PUNCT
"""",PUNCT
"
      ",SPACE
Until,SCONJ
such,ADJ
changes,NOUN
occur,VERB
",",PUNCT
Sumitomo,PROPN
will,AUX
focus,VERB
on,ADP
such,ADJ
"
  ",SPACE
domestic,ADJ
securities,NOUN
business,NOUN
as,SCONJ
profitable,ADJ
government,NOUN
bond,NOUN
"
  ",SPACE
dealing,VERB
and,CCONJ
strengthening,VERB
relations,NOUN
with,ADP
Meiko,PROPN
Securities,PROPN
Co,PROPN
"
  ",SPACE
Ltd,PROPN
",",PUNCT
in,ADP
which,PRON
it,PRON
holds,VERB
a,DET
five,NUM
pct,NOUN
share,NOUN
",",PUNCT
Komatsu,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
He,PRON
said,VERB
Sumitomo,PROPN
is,AUX
cautiously,ADV
optimistic,ADJ
about,ADP
entering,VERB
"
  ",SPACE
the,DET
securities,NOUN
business,NOUN
here,ADV
through,ADP
its,PRON
Swiss,ADJ
universal,ADJ
bank,NOUN
"
  ",SPACE
subsidiary,NOUN
",",PUNCT
Banca,PROPN
del,PROPN
Gottardo,PROPN
.,PUNCT
"
       ",SPACE
The,DET
Finance,PROPN
Ministry,PROPN
is,AUX
expected,VERB
to,PART
grant,VERB
licences,NOUN
to,ADP
"
  ",SPACE
securities,NOUN
subsidiaries,NOUN
of,ADP
U.S.,PROPN
Commercial,ADJ
banks,NOUN
soon,ADV
",",PUNCT
"
  ",SPACE
following,VERB
a,DET
similar,ADJ
decision,NOUN
for,ADP
subsidiaries,NOUN
of,ADP
European,PROPN
"
  ",SPACE
universal,ADJ
banks,NOUN
in,ADP
which,PRON
the,DET
parent,NOUN
holds,VERB
a,DET
less,ADJ
than,ADP
50,NUM
pct,NOUN
.,PUNCT
"
      ",SPACE
But,CCONJ
Komatsu,PROPN
is,AUX
reluctant,ADJ
to,PART
push,VERB
hard,ADV
for,ADP
a,DET
similar,ADJ
"
  ",SPACE
decision,NOUN
on,ADP
a,DET
Gottardo,PROPN
subsidiary,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
We,PRON
do,AUX
n't,PART
want,VERB
to,PART
make,VERB
waves,NOUN
.,PUNCT
We,PRON
expect,VERB
this,PRON
will,AUX
be,AUX
allowed,VERB
"
  ",SPACE
in,ADP
two,NUM
or,CCONJ
three,NUM
years,NOUN
",",PUNCT
"""",PUNCT
he,PRON
said,VERB
.,PUNCT
"
      ",SPACE
Like,ADP
other,ADJ
city,NOUN
banks,NOUN
",",PUNCT
Sumitomo,PROPN
is,AUX
also,ADV
pushing,VERB
to,PART
expand,VERB
"
  ",SPACE
lending,NOUN
to,ADP
individuals,NOUN
and,CCONJ
small,ADJ
and,CCONJ
medium,NOUN
businesses,NOUN
to,PART
"
  ",SPACE
replace,VERB
disappearing,VERB
demand,NOUN
from,ADP
big,ADJ
business,NOUN
",",PUNCT
he,PRON
added,VERB
.,PUNCT
"
      ",SPACE
The,DET
analysts,NOUN
said,VERB
Sumitomo,PROPN
will,AUX
have,VERB
to,PART
devote,VERB
a,DET
lot,NOUN
of,ADP
"
  ",SPACE
time,NOUN
to,ADP
digesting,VERB
its,PRON
most,ADV
recent,ADJ
initiatives,NOUN
",",PUNCT
including,VERB
the,DET
"
  ",SPACE
merger,NOUN
with,ADP
ailing,VERB
Heiwa,PROPN
Sogo,PROPN
.,PUNCT
"
      ",SPACE
"""",PUNCT
It,PRON
's,AUX
(,PUNCT
Sumitomo,PROPN
),PUNCT
been,AUX
bold,ADJ
in,ADP
its,PRON
strategies,NOUN
",",PUNCT
"""",PUNCT
said,VERB
"
  ",SPACE
Kleinwort,PROPN
's,PART
Smithson,PROPN
.,PUNCT
"
      ",SPACE
"""",PUNCT
After,ADP
that,PRON
",",PUNCT
it,PRON
's,AUX
a,DET
question,NOUN
of,ADP
absorbing,NOUN
and,CCONJ
juggling,NOUN
"
  ",SPACE
around,ADV
.,PUNCT
It,PRON
will,AUX
be,AUX
the,DET
next,ADJ
decade,NOUN
before,SCONJ
we,PRON
see,VERB
if,SCONJ
the,DET
"
  ",SPACE
strategy,NOUN
is,AUX
right,ADJ
or,CCONJ
wrong,ADJ
.,PUNCT
"""",PUNCT
"
  

",SPACE
WESTERN,ADJ
MINING,NOUN
TO,PART
OPEN,VERB
NEW,ADJ
GOLD,PROPN
MINE,PROPN
IN,ADP
AUSTRALIA,PROPN
"
  ",SPACE
Western,PROPN
Mining,PROPN
Corp,PROPN
Holdings,PROPN
Ltd,PROPN
"
  ",SPACE
&,CCONJ
lt;WMNG.S,NOUN
>,X
(,PUNCT
WMC,PROPN
),PUNCT
said,VERB
it,PRON
will,AUX
establish,VERB
a,DET
new,ADJ
joint,ADJ
venture,NOUN
gold,NOUN
"
  ",SPACE
mine,NOUN
in,ADP
the,DET
Northern,PROPN
Territory,PROPN
at,ADP
a,DET
cost,NOUN
of,ADP
about,ADV
21,NUM
mln,NUM
dlrs,NOUN
.,PUNCT
"
      ",SPACE
The,DET
mine,NOUN
",",PUNCT
to,PART
be,AUX
known,VERB
as,ADP
the,DET
Goodall,PROPN
project,NOUN
",",PUNCT
will,AUX
be,AUX
owned,VERB
"
  ",SPACE
60,NUM
pct,NOUN
by,ADP
WMC,PROPN
and,CCONJ
40,NUM
pct,NOUN
by,ADP
a,DET
local,ADJ
W.R.,PROPN
Grace,PROPN
and,CCONJ
Co,PROPN
&,CCONJ
lt;GRA,PROPN
>,X
"
  ",SPACE
unit,NOUN
.,PUNCT
It,PRON
is,AUX
located,VERB
30,NUM
kms,NOUN
east,ADV
of,ADP
the,DET
Adelaide,PROPN
River,PROPN
at,ADP
Mt.,PROPN
"
  ",SPACE
Bundey,PROPN
",",PUNCT
WMC,PROPN
said,VERB
in,ADP
a,DET
statement,NOUN
"
      ",SPACE
It,PRON
said,VERB
the,DET
open,ADJ
-,PUNCT
pit,NOUN
mine,NOUN
",",PUNCT
with,ADP
a,DET
conventional,ADJ
leach,NOUN
"
  ",SPACE
treatment,NOUN
plant,NOUN
",",PUNCT
is,AUX
expected,VERB
to,PART
produce,VERB
about,ADV
"50,000",NUM
ounces,NOUN
of,ADP
"
  ",SPACE
gold,NOUN
in,ADP
its,PRON
first,ADJ
year,NOUN
of,ADP
production,NOUN
from,ADP
mid-1988,PROPN
.,PUNCT
Annual,ADJ
ore,NOUN
"
  ",SPACE
capacity,NOUN
will,AUX
be,AUX
about,ADV
"750,000",NUM
tonnes,NOUN
.,PUNCT
"
  

",SPACE
JAPAN,PROPN
GIVEN,VERB
LITTLE,ADJ
HOPE,PROPN
OF,ADP
AVOIDING,VERB
U.S.,PROPN
SANCTIONS,NOUN
"
  ",SPACE
A,DET
top,ADJ
U.S.,PROPN
Official,PROPN
said,VERB
Japan,PROPN
has,VERB
little,ADJ
"
  ",SPACE
chance,NOUN
of,ADP
convincing,VERB
the,DET
U.S.,PROPN
To,PART
drop,VERB
threatened,ADJ
trade,NOUN
"
  ",SPACE
sanctions,NOUN
",",PUNCT
despite,SCONJ
the,DET
efforts,NOUN
of,ADP
a,DET
Japanese,ADJ
team,NOUN
that,PRON
left,VERB
for,ADP
"
  ",SPACE
Washington,PROPN
today,NOUN
.,PUNCT
"
      ",SPACE
Michael,PROPN
Armacost,PROPN
",",PUNCT
Under,ADP
Secretary,PROPN
of,ADP
State,PROPN
for,ADP
Political,PROPN
"
  ",SPACE
Affairs,PROPN
",",PUNCT
was,AUX
asked,VERB
at,ADP
a,DET
press,NOUN
conference,NOUN
whether,SCONJ
Japan,PROPN
's,PART
moves,NOUN
"
  ",SPACE
to,PART
boost,VERB
its,PRON
domestic,ADJ
economy,NOUN
and,CCONJ
open,VERB
its,PRON
markets,NOUN
could,AUX
"
  ",SPACE
persuade,VERB
the,DET
U.S.,PROPN
Not,PART
to,PART
impose,VERB
tariffs,NOUN
on,ADP
Japanese,ADJ
imports,NOUN
"
  ",SPACE
said,VERB
",",PUNCT
and,CCONJ
replied,VERB
:,PUNCT
"""",PUNCT
...,PUNCT
It,PRON
is,AUX
probably,ADV
too,ADV
early,ADJ
for,SCONJ
the,DET
figures,NOUN
"
  ",SPACE
to,PART
demonstrate,VERB
that,SCONJ
the,DET
situation,NOUN
has,AUX
turned,VERB
around,ADV
and,CCONJ
to,PART
"
  ",SPACE
permit,VERB
the,DET
result,NOUN
you,PRON
have,AUX
described,VERB
.,PUNCT
"""",PUNCT
"
      ",SPACE
Armacost,PROPN
said,VERB
the,DET
U.S.,PROPN
Hopes,PROPN
Japan,PROPN
will,AUX
take,VERB
steps,NOUN
to,PART
lift,VERB
"
  ",SPACE
its,PRON
domestic,ADJ
economy,NOUN
and,CCONJ
reduce,VERB
dependence,NOUN
on,ADP
exports,NOUN
",",PUNCT
remove,VERB
"
  ",SPACE
barriers,NOUN
to,ADP
imports,NOUN
and,CCONJ
settle,VERB
outstanding,ADJ
trade,NOUN
issues,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
There,PRON
are,VERB
obvious,ADJ
problems,NOUN
at,ADP
the,DET
moment,NOUN
in,ADP
the,DET
trade,NOUN
area,NOUN
",",PUNCT
"
  ",SPACE
but,CCONJ
we,PRON
do,AUX
not,PART
wish,VERB
those,DET
problems,NOUN
to,PART
divert,VERB
attention,NOUN
from,ADP
"
  ",SPACE
important,ADJ
areas,NOUN
of,ADP
cooperation,NOUN
that,PRON
continue,VERB
to,PART
exist,VERB
on,ADP
"
  ",SPACE
security,NOUN
and,CCONJ
political,ADJ
issues,NOUN
",",PUNCT
"""",PUNCT
he,PRON
said,VERB
.,PUNCT
"
      ",SPACE
"""",PUNCT
The,DET
question,NOUN
is,AUX
whether,SCONJ
through,ADP
cooperative,ADJ
actions,NOUN
between,ADP
"
  ",SPACE
our,PRON
governments,NOUN
we,PRON
can,AUX
reduce,VERB
the,DET
(,PUNCT
trade,NOUN
),PUNCT
imbalance,NOUN
or,CCONJ
whether,SCONJ
"
  ",SPACE
Congress,PROPN
takes,VERB
action,NOUN
to,PART
reduce,VERB
it,PRON
through,ADP
protectionist,ADJ
"
  ",SPACE
legislation,NOUN
",",PUNCT
"""",PUNCT
he,PRON
said,VERB
.,PUNCT
"
  

",SPACE
CHINA,PROPN
INDUSTRIAL,PROPN
OUTPUT,NOUN
RISES,VERB
IN,ADP
FIRST,ADJ
QUARTER,PROPN
"
  ",SPACE
China,PROPN
's,PART
industrial,ADJ
output,NOUN
rose,VERB
14.1,NUM
pct,NOUN
"
  ",SPACE
in,ADP
the,DET
first,ADJ
quarter,NOUN
of,ADP
1987,NUM
against,ADP
the,DET
same,ADJ
1986,NUM
period,NOUN
",",PUNCT
the,DET
"
  ",SPACE
People,PROPN
's,PART
Daily,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
Its,PRON
overseas,ADJ
edition,NOUN
said,VERB
the,DET
growth,NOUN
rate,NOUN
",",PUNCT
which,PRON
compares,VERB
"
  ",SPACE
with,ADP
a,DET
target,NOUN
of,ADP
seven,NUM
pct,NOUN
for,ADP
the,DET
whole,NOUN
of,ADP
1987,NUM
",",PUNCT
was,AUX
"""",PUNCT
rather,ADV
"
  ",SPACE
high,ADJ
"""",PUNCT
but,CCONJ
the,DET
base,NOUN
in,ADP
the,DET
first,ADJ
quarter,NOUN
of,ADP
1986,NUM
was,AUX
on,ADP
the,DET
low,ADJ
"
  ",SPACE
side,NOUN
.,PUNCT
Industrial,ADJ
output,NOUN
grew,VERB
4.4,NUM
pct,NOUN
in,ADP
the,DET
first,ADJ
quarter,NOUN
of,ADP
"
  ",SPACE
1986,NUM
.,PUNCT
"
      ",SPACE
It,PRON
said,VERB
China,PROPN
's,PART
industrial,ADJ
production,NOUN
this,DET
year,NOUN
has,AUX
been,AUX
"
  ",SPACE
normal,ADJ
but,CCONJ
product,NOUN
quality,NOUN
and,CCONJ
efficiency,NOUN
need,VERB
further,ADV
"
  ",SPACE
improvement,NOUN
.,PUNCT
It,PRON
gave,VERB
no,DET
further,ADJ
details,NOUN
.,PUNCT
"
  

",SPACE
INDONESIAN,ADJ
COMMODITY,PROPN
EXCHANGE,PROPN
MAY,AUX
EXPAND,VERB
"
  ",SPACE
The,DET
Indonesian,PROPN
Commodity,PROPN
Exchange,PROPN
is,AUX
"
  ",SPACE
likely,ADJ
to,PART
start,VERB
trading,VERB
in,ADP
at,ADV
least,ADV
one,NUM
new,ADJ
commodity,NOUN
",",PUNCT
and,CCONJ
"
  ",SPACE
possibly,ADV
two,NUM
",",PUNCT
during,ADP
calendar,NOUN
1987,NUM
",",PUNCT
exchange,NOUN
chairman,NOUN
Paian,PROPN
"
  ",SPACE
Nainggolan,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
He,PRON
told,VERB
Reuters,PROPN
in,ADP
a,DET
telephone,NOUN
interview,NOUN
that,SCONJ
trading,NOUN
in,ADP
"
  ",SPACE
palm,NOUN
oil,NOUN
",",PUNCT
sawn,NOUN
timber,NOUN
",",PUNCT
pepper,NOUN
or,CCONJ
tobacco,NOUN
was,AUX
being,AUX
considered,VERB
.,PUNCT
"
      ",SPACE
Trading,VERB
in,ADP
either,CCONJ
crude,ADJ
palm,NOUN
oil,NOUN
(,PUNCT
CPO,PROPN
),PUNCT
or,CCONJ
refined,ADJ
palm,NOUN
oil,NOUN
"
  ",SPACE
may,AUX
also,ADV
be,AUX
introduced,VERB
.,PUNCT
But,CCONJ
he,PRON
said,VERB
the,DET
question,NOUN
was,AUX
still,ADV
"
  ",SPACE
being,AUX
considered,VERB
by,ADP
Trade,PROPN
Minister,PROPN
Rachmat,PROPN
Saleh,PROPN
and,CCONJ
no,DET
"
  ",SPACE
decision,NOUN
on,ADP
when,SCONJ
to,PART
go,VERB
ahead,ADV
had,AUX
been,AUX
made,VERB
.,PUNCT
"
      ",SPACE
The,DET
fledgling,NOUN
exchange,NOUN
currently,ADV
trades,VERB
coffee,NOUN
and,CCONJ
rubber,NOUN
"
  ",SPACE
physicals,NOUN
on,ADP
an,DET
open,ADJ
outcry,NOUN
system,NOUN
four,NUM
days,NOUN
a,DET
week,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
Several,ADJ
factors,NOUN
make,VERB
us,PRON
move,VERB
cautiously,ADV
",",PUNCT
"""",PUNCT
Nainggolan,PROPN
said,VERB
.,PUNCT
"
  ",SPACE
"""",PUNCT
We,PRON
want,VERB
to,PART
move,VERB
slowly,ADV
and,CCONJ
safely,ADV
so,SCONJ
that,SCONJ
we,PRON
do,AUX
not,PART
make,VERB
a,DET
"
  ",SPACE
mistake,NOUN
and,CCONJ
undermine,VERB
confidence,NOUN
in,ADP
the,DET
exchange,NOUN
.,PUNCT
"""",PUNCT
"
      ",SPACE
Physical,ADJ
rubber,NOUN
trading,NOUN
was,AUX
launched,VERB
in,ADP
1985,NUM
",",PUNCT
with,ADP
coffee,NOUN
"
  ",SPACE
added,VERB
in,ADP
January,PROPN
1986,NUM
.,PUNCT
Rubber,NOUN
contracts,NOUN
are,AUX
traded,VERB
FOB,PROPN
",",PUNCT
up,ADP
to,ADP
"
  ",SPACE
five,NUM
months,NOUN
forward,ADV
.,PUNCT
Robusta,NOUN
coffee,NOUN
grades,VERB
four,NUM
and,CCONJ
five,NUM
are,AUX
"
  ",SPACE
traded,VERB
for,ADP
prompt,ADJ
delivery,NOUN
and,CCONJ
up,ADP
to,PART
five,NUM
months,NOUN
forward,ADV
",",PUNCT
"
  ",SPACE
exchange,NOUN
officials,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
The,DET
trade,NOUN
ministry,PROPN
and,CCONJ
exchange,PROPN
board,NOUN
are,AUX
considering,VERB
the,DET
"
  ",SPACE
introduction,NOUN
of,ADP
futures,NOUN
trading,NOUN
later,ADV
for,ADP
rubber,NOUN
",",PUNCT
but,CCONJ
one,NUM
"
  ",SPACE
official,NOUN
said,VERB
a,DET
feasibility,NOUN
study,NOUN
was,AUX
needed,VERB
first,ADV
.,PUNCT
No,DET
"
  ",SPACE
decisions,NOUN
are,AUX
likely,ADJ
until,ADP
after,ADP
Indonesia,PROPN
's,PART
elections,NOUN
on,ADP
April,PROPN
"
  ",SPACE
23,NUM
",",PUNCT
traders,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
Trade,PROPN
Minister,PROPN
Saleh,PROPN
said,VERB
on,ADP
Monday,PROPN
that,SCONJ
Indonesia,PROPN
",",PUNCT
as,ADP
the,DET
"
  ",SPACE
world,NOUN
's,PART
second,ADV
largest,ADJ
producer,NOUN
of,ADP
natural,ADJ
rubber,NOUN
",",PUNCT
should,AUX
"
  ",SPACE
expand,VERB
its,PRON
rubber,NOUN
marketing,NOUN
effort,NOUN
and,CCONJ
he,PRON
hoped,VERB
development,NOUN
of,ADP
"
  ",SPACE
the,DET
exchange,NOUN
would,AUX
help,VERB
this,PRON
.,PUNCT
"
      ",SPACE
Nainggolan,PROPN
said,VERB
that,SCONJ
the,DET
exchange,NOUN
was,AUX
trying,VERB
to,PART
boost,VERB
"
  ",SPACE
overseas,ADJ
interest,NOUN
by,ADP
building,VERB
up,ADP
contacts,NOUN
with,ADP
end,NOUN
-,PUNCT
users,NOUN
.,PUNCT
"
      ",SPACE
He,PRON
said,VERB
teams,NOUN
had,AUX
already,ADV
been,AUX
to,ADP
South,PROPN
Korea,PROPN
and,CCONJ
Taiwan,PROPN
to,PART
"
  ",SPACE
encourage,VERB
direct,ADJ
use,NOUN
of,ADP
the,DET
exchange,NOUN
",",PUNCT
while,SCONJ
a,DET
delegation,NOUN
would,AUX
"
  ",SPACE
also,ADV
visit,VERB
Europe,PROPN
",",PUNCT
Mexico,PROPN
and,CCONJ
some,DET
Latin,ADJ
American,ADJ
states,NOUN
to,PART
"
  ",SPACE
encourage,VERB
participation,NOUN
.,PUNCT
"
      ",SPACE
Officials,NOUN
say,VERB
the,DET
infant,NOUN
exchange,NOUN
has,AUX
made,VERB
a,DET
good,ADJ
start,NOUN
"
  ",SPACE
although,SCONJ
trading,NOUN
in,ADP
coffee,NOUN
has,AUX
been,AUX
disappointing,ADJ
.,PUNCT
"
      ",SPACE
Transactions,PROPN
in,ADP
rubber,NOUN
between,ADP
the,DET
start,NOUN
of,ADP
trading,NOUN
in,ADP
"
  ",SPACE
April,PROPN
1985,NUM
and,CCONJ
December,PROPN
1986,NUM
totalled,VERB
"9,595",NUM
tonnes,NOUN
",",PUNCT
worth,ADJ
6.9,NUM
"
  ",SPACE
mln,NUM
dlrs,NOUN
FOB,NOUN
",",PUNCT
plus,CCONJ
184.3,NUM
mln,NUM
rupiah,NOUN
for,ADP
rubber,NOUN
delivered,VERB
"
  ",SPACE
locally,ADV
",",PUNCT
the,DET
latest,ADJ
exchange,NOUN
report,NOUN
said,VERB
.,PUNCT
"
       ",SPACE
Trading,NOUN
in,ADP
coffee,NOUN
in,ADP
calendar,NOUN
1986,NUM
amounted,VERB
to,ADP
only,ADV
"1,905",NUM
"
  ",SPACE
tonnes,NOUN
in,ADP
381,NUM
lots,NOUN
",",PUNCT
valued,VERB
at,ADP
6.87,NUM
billion,NUM
rupiah,NOUN
.,PUNCT
"
       ",SPACE
Total,ADJ
membership,NOUN
of,ADP
the,DET
exchange,NOUN
is,AUX
now,ADV
nine,NUM
brokers,NOUN
and,CCONJ
"
  ",SPACE
44,NUM
traders,NOUN
.,PUNCT
"
  

",SPACE
SRI,PROPN
LANKA,PROPN
GETS,VERB
USDA,PROPN
APPROVAL,PROPN
FOR,ADP
WHEAT,NOUN
PRICE,PROPN
"
  ",SPACE
Food,PROPN
Department,PROPN
officials,NOUN
said,VERB
the,DET
U.S.,PROPN
"
  ",SPACE
Department,PROPN
of,ADP
Agriculture,PROPN
approved,VERB
the,DET
Continental,PROPN
Grain,PROPN
Co,PROPN
"
  ",SPACE
sale,NOUN
of,ADP
"52,500",NUM
tonnes,NOUN
of,ADP
soft,ADJ
wheat,NOUN
at,ADP
89,NUM
U.S.,PROPN
Dlrs,PROPN
a,DET
tonne,NOUN
C,PROPN
"
  ",SPACE
and,CCONJ
F,PROPN
from,ADP
Pacific,PROPN
Northwest,PROPN
to,ADP
Colombo,PROPN
.,PUNCT
"
      ",SPACE
They,PRON
said,VERB
the,DET
shipment,NOUN
was,AUX
for,ADP
April,PROPN
8,NUM
to,PART
20,NUM
delivery,NOUN
.,PUNCT
"
  

",SPACE
THAI,PROPN
ZINC,NOUN
EXPORTS,PROPN
FALL,NOUN
IN,ADP
MARCH,PROPN
"
  ",SPACE
Thai,PROPN
zinc,NOUN
ingot,NOUN
exports,NOUN
fell,VERB
to,ADP
882,NUM
"
  ",SPACE
tonnes,NOUN
in,ADP
March,PROPN
from,ADP
"1,764",NUM
in,ADP
February,PROPN
and,CCONJ
"3,008",NUM
in,ADP
March,PROPN
1986,NUM
",",PUNCT
"
  ",SPACE
the,DET
Mineral,PROPN
Resources,PROPN
Department,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
A,DET
spokesman,NOUN
for,ADP
Padaeng,PROPN
Industry,PROPN
Co,PROPN
Ltd,PROPN
",",PUNCT
the,DET
country,NOUN
's,PART
sole,ADJ
"
  ",SPACE
exporter,NOUN
",",PUNCT
attributed,VERB
the,DET
decline,NOUN
to,ADP
the,DET
company,NOUN
's,PART
lower,ADJ
stocks,NOUN
",",PUNCT
"
  ",SPACE
which,PRON
averaged,VERB
"5,000",NUM
